ticket_id,type,organization,organization_action,comment,Latitute,Longitude,photo,photo_after,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,duration_minutes_inprogress,duration_minutes_finished,duration_minutes_total,timestamp_inprogress,timestamp_finished
FPMJMJ,ทางเท้า,"ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตบางแค, ฝ่ายเทศกิจ เขตบางแค","เขตบางแค, ฝ่ายเทศกิจ เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: ขอให้มีการจัดระเบียบทางเท้า ถนนดังกล่าว ทั้งเส้น โดยมีรายละเอียดดังนี้
1.จัดระเบียนทางเท้า 
2.ขอให้เข้มงวดกวดขันรถที่จอดไหล่ทาง หรือ ขอบฟุตบาท
3.ขอให้มีการติดตั้งแท่นกั้นตลอดถนน 
ถนน: พุทธมณฑลสาย 2
จุดสังเกต: บริเวณขาเข้าตั้งแต่ถนนเพชรเกษม มุ่งหน้าไปถึงถนนบรมราชชนนี และขาออก ถนนบรมราชชนีไปจนถึงถนนเพชรเกษม ทั้ง 6 จุดดังนี้
จุดที่1.ทางเท้าหรือบาทวิถี ทางเท้าข้าวมันไก่โอชิน 
จุดที่2.ทางเท้าหรือบาทวิถี หน้าร้านเฮียนนท์ข้าวต้มรอบดึก
จุดที่3.ทางเท้าหรือบาทวิถี หน้าร้านฉ่อยเป็ดย่าง 
จุดที่4.ทางเท้าหรือบาทวิถี บริเวณทางเท้าปั๊มน้ำมันเชลล์ 
จุดที่5.ทางเท้าหรือบาทวิถี บริเวณทางเท้าปั๊มน้ำมันซัสโก้ 
จุดที่6.ทางเท้าหรือบาทวิถี บริเวณทางเท้าแพ่วซีฟู้ด โภชนาจุดสังเกตตรงนี้จะมีปั๊มน้ำมันปตท 
เขต: บางแค
#1555",100.39547,13.71694,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701158826609.jpeg,,86 ถ. พุทธมณฑลสาย 2 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแคเหนือ,บางแค,กรุงเทพมหานคร,28/11/2023 15:07,inprogress,,0,28/11/2023 15:40,34,,34,28/11/2023 15:41,
EXGEHA,"จุดเสี่ยง,ความปลอดภัย","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตคลองสามวา, การไฟฟ้านครหลวง เขตมีนบุรี, การไฟฟ้านครหลวง MEA","เขตคลองสามวา, ร้องทุกข์ กทม. 1555, การไฟฟ้านครหลวง MEA, การไฟฟ้านครหลวง เขตมีนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ","ปัญหา: พบเสาไฟฟ้า (ลักษณะเสาเหล็ก) มีกระเเสไฟรั่วออกมา เมื่อประชาชนเดินสัญจรผ่านเเละมือไปแตะโดนทำให้ได้รับบาดเจ็บ นิ้วมือไหม้

ถนน: คู้บอน
จุดสังเกต: ริมถนนดังกล่าว ช่วงลงจากสะพานข้ามคลองคู้บอนมาเล็กน้อย หน้าวัดคู้บอน 
เขต: คันนายาว
#1555",100.67111,13.85268,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701158728377.jpeg,,VM3C+6G5 ถนนคันนายาว แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,บางชัน,คลองสามวา,กรุงเทพมหานคร,28/11/2023 15:05,forward,,4,28/11/2023 15:20,,,,,
2023-HZ7ZUM,อื่นๆ,"พรรคก้าวไกล ยานนาวา-บางคอแหลม, เขตบางคอแหลม, เพื่อนชัชชาติ, กรุงเทพมหานคร, ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม","ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม, เขตบางคอแหลม, พรรคก้าวไกล ยานนาวา-บางคอแหลม, กรุงเทพมหานคร, เพื่อนชัชชาติ",ปัญหาถังขยะแตกชำรุดจำนวน 2 ใบ,100.5027,13.70055,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/a71ab1f1901c5f7eccd40d49feff1578caddff55.jpg,,328 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,28/11/2023 15:05,inprogress,,0,28/11/2023 20:27,323,,323,28/11/2023 20:28,
2023-L8KL7M,"เสียง,ความปลอดภัย","กรุงเทพมหานคร, เขตราษฎร์บูรณะ, เพื่อนชัชชาติ","เขตราษฎร์บูรณะ, เพื่อนชัชชาติ, กรุงเทพมหานคร","รถแมคโครขนาดใหญ่ มาทำการขุดเจาะพิ้นข้างบ้าน ทำให้บ้านสั่นสะเทือน

ไม่ทราบว่า ทำแบบนี้ต้องได้รับอนุญาตไหม และทำได้ไหม",100.50348,13.65996,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/9caa9929e09b4db0a5c4eb30237930303ad3833f.jpg,,141/68 ถ. ประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,28/11/2023 15:04,inprogress,,0,28/11/2023 15:09,5,,5,28/11/2023 15:09,
2023-L6MDRY,อื่นๆ,"เพื่อนชัชชาติ, เขตบางเขน, กรุงเทพมหานคร, ฝ่ายโยธา เขตบางเขน, สำนักการโยธา กทม.","ฝ่ายโยธา เขตบางเขน, เขตบางเขน, สำนักการโยธา กทม., กรุงเทพมหานคร, เพื่อนชัชชาติ","📢🔊🛣️🕳️แจ้งถนนชำรุด 😱
แตกพังเป็นหลุมเป็นร่อง
📸
📌เยื้อง ซ.ลาดปลาเค้า 78
🛣️ถนนลาดปลาเค้า ขาออก
🙏👷👩‍🔧ขอขอบคุณ เจ้าหน้าที่ทุกท่าน✌️✌️💪👏👏👏
💥🎤🚘🚖🕳️รถตกหลุมบ่อยๆแรงกระแทกอาจทำให้👉ลูกปืนล้อแตก ช่วงล่างปีกนกโช๊คอัพเสียหาย ล้อแม็กดุ้ง แตก ยางบวมยางแตกยางฉีก ถ้าแรงกว่านั้นตัวถังอาจเสียหาย😰",100.61353,13.86278,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/3ee5b20c0ec6a9fc90b43cbedc888e702cf19136.jpg,,245 ซ. ลาดปลาเค้า 78 แขวง อนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,28/11/2023 15:02,forward,,0,28/11/2023 16:48,12,,12,28/11/2023 15:14,
VN4VN6,จราจร,"ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตบางแค, สน.หลักสอง, กองบัญชาการตำรวจนครบาล (บช.น.), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบังคับการตำรวจนครบาล 9 (บก.น.9)","เขตบางแค, กองบังคับการตำรวจนครบาล 9 (บก.น.9), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), สน.หลักสอง, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: พบเห็นรถยนต์จอดกีดชวางรุกล้ำพื้นผิวจราจรบริเวณไหล่ทาง ทำให้สัญจรผ่านไม่สะดวกตลอดถนนทั้งเส้น พบเห็นรถยนต์ดังนี้
คันที่ 1 TOYOTA-VIOS สีบรอนเงิน หมายเลขทะเบียน ฎฎ4537 กทม.
คันที่ 2 TOYOTA-VIOS สีขาวล้วน 1กฉ5881 กทม.
คันที่ 3 รถยนตืไฟฟ้า NETA สีเทาเข้ม ทะเบียน 4ขศ 8659 กทม.
คันที่ 4 ISUZU DMAX ตัว Z ทะเบียน 5กฉ 2729 กทม.
ถนน: พุทธมณฑลสาย 2
จุดสังเกต: บนถนนดังกล่าวตลอดทั้งเส้น
เขต: บางแค
#1555",100.39603,13.72053,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701158552708.jpeg,,388/8 ถ. พุทธมณฑลสาย 2 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแคเหนือ,บางแค,กรุงเทพมหานคร,28/11/2023 15:02,forward,,0,28/11/2023 15:38,,,,,
2023-F83RGW,อื่นๆ,"กรุงเทพมหานคร, เขตดุสิต, เพื่อนชัชชาติ, วชิรพยาบาล กทม.","เขตดุสิต, วชิรพยาบาล กทม., เพื่อนชัชชาติ, กรุงเทพมหานคร","วชิรพยาบาลเป็นมหาวิทยาลัยในสังกัดของกรุงเทพมหานครซึ่งข้าราชการและพนักงานของรัฐมีสิทธิ์ในการเบิกค่าสนับสนุนค่าเล่าเรียนของบุตรจากกรุงเทพฯ

แต่ปัญหาการเบิกจ่ายด้วยแนวคิดและระเบียบที่ล้าหลังทำให้เป็นอุปสรรค
ตัวอย่างเช่นกรณีที่ส่งลูกเรียนโรงเรียนนานาชาติ

ใบเสร็จเป็นภาษาอังกฤษหรือแม้กระทั่งปฏิทินการศึกษาที่เป็นภาษาอังกฤษเจ้าหน้าที่ตรวจสอบเอกสารกลับไม่ยอมรับเอกสารดังกล่าว

ต้องให้โรงเรียนแปลเป็นภาษาไทยซึ่งเป็นอุปสรรคอย่างมาก",100.50914,13.78048,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/dd71bda58734a4b390f5f274f2d54033a2223934.jpg,,681 ถนน สามเสน แขวง วชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,วชิรพยาบาล,ดุสิต,กรุงเทพมหานคร,28/11/2023 15:02,forward,,0,28/11/2023 17:44,,,,,
2023-96XLR8,อื่นๆ,"พรรคก้าวไกล ยานนาวา-บางคอแหลม, เขตบางคอแหลม, เพื่อนชัชชาติ, กรุงเทพมหานคร, ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม","ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม, เขตบางคอแหลม, พรรคก้าวไกล ยานนาวา-บางคอแหลม, กรุงเทพมหานคร, เพื่อนชัชชาติ",ปัญหาถังขยะแตกชำรุด,100.5027,13.70054,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/7981140512315373e140c9ad103a07551cf8928c.jpg,,328 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,28/11/2023 15:01,inprogress,,0,28/11/2023 20:27,327,,327,28/11/2023 20:28,
2023-7G63VE,ฝุ่นควัน&กลิ่น&PM2.5,"กรุงเทพมหานคร, สำนักสิ่งแวดล้อม กทม., เพื่อนชัชชาติ, เขตทวีวัฒนา, ฝ่ายโยธา เขตทวีวัฒนา","ฝ่ายโยธา เขตทวีวัฒนา, เขตทวีวัฒนา, เพื่อนชัชชาติ, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",พื้นที่ติดกันกับหมู่บ้าน มีการรับซื้อขยะ เศษหินเศษปูน เพื่อถมที่ ขยะทับถมกันจนเกิดน้ำเน่าเสียกลิ่นเหม็นโชยมาตามลม และเศษหินเศษปูนจากรถตักรถขน ทำให้เกิดฝุ่นเป็นมลพิษทางอากาศ ส่งผลต่อผู้ที่อยู่อาศัยใกล้เคียง โดยเฉพาะเด็กเล็กมีอาการแพ้หนัก,100.3685,13.80068,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/f9ad5bf123f9a459e1bef832ff614e7a18cab7af.jpg,,85 ซอย หมู่บ้านโนวาเพลส แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,28/11/2023 14:58,inprogress,,0,28/11/2023 19:05,247,,247,28/11/2023 19:05,
EJ6HPD,"อื่นๆ,ไฟฟ้า","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตลาดกระบัง","เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: พบไฟส่องสว่างสาธารณะดับชำรุด จำนวน 1 ดวง ทำให้บริเวณดังกล่าวมืด พบเห็นนานแล้ว
ซอย: พัฒนาชนบท 3 แยก 2
ถนน: พัฒนาชนบท 3
จุดสังเกต: อยู่ภายในซอยแยกดังกล่าว เสาไฟฟ้าต้นที่ 8
เขต: ลาดกระบัง
#1555",100.71668,13.73191,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701158320284.jpeg,,5 ถ. พัฒนาชนบท 3 แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,คลองสองต้นนุ่น,ลาดกระบัง,กรุงเทพมหานคร,28/11/2023 14:58,inprogress,,0,28/11/2023 14:59,1,,1,28/11/2023 14:59,
2023-7XVMZF,"จุดเสี่ยง,ความปลอดภัย","เพื่อนชัชชาติ, เขตบางเขน, กรุงเทพมหานคร, ฝ่ายโยธา เขตบางเขน","เขตบางเขน, ฝ่ายโยธา เขตบางเขน, กรุงเทพมหานคร, เพื่อนชัชชาติ","เรื่อง ติดตามเรื่องจัดทำสะพานและถนนสาธารณะในเขตบางเขนครับ 
เรียน ผู้อำนวยการเขตบางเขน ตามที่ได้ทำเรื่องขอให้สำนักงานเขตดำเนินการปรับปรุงสะพานและถนนทางเข้าในซอยลาดปลาเค้า 76 ตั้งแต่วันที่ 28 พฤศจิกายน 2566 และได้รับการตอบจากสำนักงานเขตว่าไม่สามารถดำเนินการต่อไปได้เนื่องจากติดคดีฟ้องร้อง แต่ด้วยที่มีประชาชนอาศัยเป็นจำนวนมากซึ่งเดือดร้อนหากไม่ดำเนินการ ขอความอนุเคราะห์เขตบางเขน ตอบด้วยครับ",100.6149,13.85627,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/615aa0a3aac3ef8491a45f478228be8d17fbf518.jpg,,43 ซอย ลาดปลาเค้า 76 แยก 3-10 แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,28/11/2023 14:56,inprogress,,0,28/11/2023 15:13,17,,17,28/11/2023 15:13,
2023-4Y2MYW,อื่นๆ,"พรรคก้าวไกล ยานนาวา-บางคอแหลม, เขตบางคอแหลม, เพื่อนชัชชาติ, กรุงเทพมหานคร, ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม","ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม, เขตบางคอแหลม, พรรคก้าวไกล ยานนาวา-บางคอแหลม, กรุงเทพมหานคร, เพื่อนชัชชาติ",ปัญหาถังขยะแตกชำรุด 1 ใบ,100.50179,13.69972,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/ceabd68e11d1122661018ef3bccbe085e37b734d.jpg,,25/10 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,28/11/2023 14:55,inprogress,,0,28/11/2023 20:28,333,,333,28/11/2023 20:28,
2023-3WAGGA,อื่นๆ,"เพื่อนชัชชาติ, เขตบางแค, กรุงเทพมหานคร, ฝ่ายโยธา เขตบางแค, การไฟฟ้านครหลวง เขตธนบุรี, การไฟฟ้านครหลวง MEA","ฝ่ายโยธา เขตบางแค, เขตบางแค, การไฟฟ้านครหลวง MEA, การไฟฟ้านครหลวง เขตธนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ",ส่วนต้นนี้ก็อยู่เพชรเกษม 68 แยก 42 ครับ ธ2 เข้าซอยมาตีนสะพานก็เจอแล้วครับ ด้านขวามือครับ,100.41526,13.72473,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/acf216c65538d8e89978f2c314b337a1ff124991.jpg,,38/7 เพชรเกษม แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแคเหนือ,บางแค,กรุงเทพมหานคร,28/11/2023 14:54,forward,,0,28/11/2023 16:52,43,,43,28/11/2023 15:37,
2023-ETP3GY,"น้ำท่วม,ความปลอดภัย","กรุงเทพมหานคร, พนักงานกวาด เขตคลองสามวา, เขตคลองสามวา, เพื่อนชัชชาติ, ฝ่ายโยธา เขตคลองสามวา","ฝ่ายโยธา เขตคลองสามวา, เขตคลองสามวา, เพื่อนชัชชาติ, พนักงานกวาด เขตคลองสามวา, กรุงเทพมหานคร",มีน้ำขังที่บริเวณถนนฉลองคลองหนึ่ง ช่วงสุเหร่าคลอง 1 ซอย 1 ซอย 2 ซอย 3 กินน้ำขังเน่าเสียทั้ง 2 ฝั่ง รถสัญจรไปมาและคนที่เดินทางเท้าได้รับความเดือดร้อนครับ น้ำเน่าส่งกลิ่นเหม็นรถขับผ่านเหยียบน้ำกระเด็นใส่คนข้างทาง เหมือนมีอาคารพาณิชย์บางที่ปล่อยน้ำเสียออกมาตรงถนนด้วยครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,100.6985,13.84106,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/c38378a046d39c2dbcc515817f1022ae6bae674c.jpg,,RMRX+C95 ถ. สุเหร่าคลองหนึ่ง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,บางชัน,คลองสามวา,กรุงเทพมหานคร,28/11/2023 14:54,inprogress,,0,28/11/2023 16:38,105,,105,28/11/2023 16:39,
86UCXM,"อื่นๆ,ไฟฟ้า","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตห้วยขวาง, ฝ่ายโยธา เขตห้วยขวาง","ฝ่ายโยธา เขตห้วยขวาง, เขตห้วยขวาง, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: พบดวงไฟฟ้าส่องสว่างทางดับชำรุด ตลอดทั้งซอย ทำให้บริเวณดังกล่าวมืดมาก พบเห็นมา 2 วัน
ซอย: 20 มิถุนา
ถนน: สุทธิสารวินิจฉัย
จุดสังเกต: ดับตลอดทั้งซอยดังกล่าว
เขต: ห้วยขวาง
#1555",100.58333,13.78916,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701157852989.jpeg,,12 ซอย 20 มิถุนา แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,28/11/2023 14:50,inprogress,,0,28/11/2023 15:05,15,,15,28/11/2023 15:05,
2023-8X2N6H,"จราจร,ต้นไม้","เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตจอมทอง, กลุ่มงานเครื่องหมายจราจร 2 สวจ.สจส.","เขตจอมทอง, กลุ่มงานเครื่องหมายจราจร 2 สวจ.สจส., กรุงเทพมหานคร, เพื่อนชัชชาติ","[ทีมงานสส.รักชนก]
ขอทางม้าลายข้ามถนน บริเวณตลาดพิบูลย์วิทย์ เนื่องจากมีประชาชนใช้ข้ามบ่อยครั้ง",100.44458,13.68647,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/bf3abd50672e0d028e0d58c4dd40688ed9c5f770.jpg,,126 ซ. กำนันแม้น Bang Khuntian เขตจอมทอง กรุงเทพมหานคร 10160 ประเทศไทย,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,28/11/2023 14:48,forward,,0,28/11/2023 14:49,,,,,
UCGK4L,"สัตว์,ความปลอดภัย","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตจตุจักร, ฝ่ายสิ่งแวดล้อมฯ เขตจตุจักร, ฝ่ายสิ่งแวดล้อม แขวงลาดยาว จตุจักร","ฝ่ายสิ่งแวดล้อมฯ เขตจตุจักร, เขตจตุจักร, ฝ่ายสิ่งแวดล้อม แขวงลาดยาว จตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: พบสุนัขจรจัดอาศัยอยู่ จำนวน 1 ตัวสีขาวน้ำตาล สุนัขมีนิสัยดุร้าย วิ่งไล่กัดผู้ที่สัญจรผ่าน
ซอย: ซีเมนต์ไทย 15
ถนน: ประชาชื่น
จุดสังเกต: หมู่บ้านซีเมนต์ไทย อาศัยอยู่บริเวณปากซอยดังกล่าว
เขต: จตุจักร
#1555",100.54373,13.83208,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701157629544.jpeg,,82/679 ถนน รัชดาภิเษก แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,ลาดยาว,จตุจักร,กรุงเทพมหานคร,28/11/2023 14:47,inprogress,,0,28/11/2023 15:59,2,,2,28/11/2023 14:49,
2023-EGVABD,อื่นๆ,"เพื่อนชัชชาติ, เขตบางเขน, กรุงเทพมหานคร, ฝ่ายโยธา เขตบางเขน, กรมทางหลวง","ฝ่ายโยธา เขตบางเขน, เขตบางเขน, กรมทางหลวง, กรุงเทพมหานคร, เพื่อนชัชชาติ","📢🔊🛣️🕳️แจ้งถนนชำรุด 😱
ตรงที่เคยมาปรับปรุงตอนนี้เสื่อมสภาพหลุดร่อนออกเป็นหลุม เป็นร่อง ตามเดิม
🗣️รบกวนตรวจสอบแก้ไข
📸
📌ตรงเลยซ.รามอินทรา 4/1 ประมาณ 20 เมตร
🛣️ถนนรามอินทรา ขาเข้า
🙏👷👩‍🔧ขอขอบคุณ เจ้าหน้าที่ทุกท่าน✌️✌️💪👏👏👏
💥🎤🚘🚖🕳️รถตกหลุมบ่อยๆแรงกระแทกอาจทำให้👉ลูกปืนล้อแตก ช่วงล่างปีกนกโช๊คอัพเสียหาย ล้อแม็กดุ้ง แตก ยางบวมยางแตกยางฉีก ถ้าแรงกว่านั้นตัวถังอาจเสียหาย😰",100.61505,13.86407,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/45f91904be8b9c64f681635186dcebe2f9290ce8.jpg,,30 ถ. รามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,28/11/2023 14:47,forward,,0,28/11/2023 16:50,26,,26,28/11/2023 15:13,
2023-CE96BM,"ถนน,จราจร,ต้นไม้","เพื่อนชัชชาติ, เขตคลองสาน, กรุงเทพมหานคร, สำนักการโยธา กทม.","สำนักการโยธา กทม., เขตคลองสาน, กรุงเทพมหานคร, เพื่อนชัชชาติ",สะพานเป็นหลุมครับ,100.49596,13.7094,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/e95d96396de3720cb6d9fb2e59b24a578090b24e.jpg,,27 ถ. เจริญนคร แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร,28/11/2023 14:45,inprogress,,0,28/11/2023 16:40,115,,115,28/11/2023 16:40,
M4KVYJ,ทางเท้า,"ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตบางแค, ฝ่ายเทศกิจ เขตบางแค","เขตบางแค, ฝ่ายเทศกิจ เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: พบมีรถจอดกีดขวางบนบาทวิถี หมายเลขทะเบียน honda-zoomer-x ทะเบียน 7-กส 8270 กทม จอดอยู่บริเวณครัวดังกล่าว HONDA-WAVE110-I สีน้ำเงิน ข้างหลังจะมีกล่องเขียนว่าเซ่เว่นอีเวรี่ ทะเบียน 2ขข 2384 กทม HONDA-FORZA ทะเบียน6ขฆ 8942 กทม. จอดบาทวิถีหน้าเซเว่นดังกล่าว
ถนน: พุทธมณฑลสาย 2
จุดสังเกต: จอดอยู่บริเวณครัวบ้านใต้ จอดบนบาทวิถีหน้าเซ่เว่น สาขา 04836 ตลาดสาย 2
เขต: บางแค
#1555",100.39603,13.72051,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701157505716.jpeg,,108/132 หมู่ที่ 4 บางแคเหนือ บางแค แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแคเหนือ,บางแค,กรุงเทพมหานคร,28/11/2023 14:45,inprogress,,0,28/11/2023 15:35,51,,51,28/11/2023 15:36,
2023-MAA9YY,ฝุ่นควัน&กลิ่น&PM2.5,"เพื่อนชัชชาติ, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร, เขตมีนบุรี, ฝ่ายสิ่งแวดล้อมฯ เขตมีนบุรี","ฝ่ายสิ่งแวดล้อมฯ เขตมีนบุรี, เขตมีนบุรี, กรุงเทพมหานคร, สำนักสิ่งแวดล้อม กทม., เพื่อนชัชชาติ","ร้องเรียนเจ้าหน้าที่สิ่งแวดล้อมฯ เขตมีนบุรีแจ้งให้อู่พ่นสีหยุดดำเนินการ แต่ก็ไม่เห็นว่าอู่จะหยุดพ่นสี ยังทำการพ่นสีเหมือนเดิม
คืออะไรเหรอ ไม่มีมาตรการอะไรเลย พิมพ์มาแจ้งเฉยเหรอ",100.76932,13.82417,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/b11842bbe598afb74a5faf8339a34bb5842d351b.jpg,,15/6 ซอย ราษฎร์อุทิศ แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,แสนแสบ,มีนบุรี,กรุงเทพมหานคร,28/11/2023 14:44,inprogress,,0,28/11/2023 14:48,5,,5,28/11/2023 14:49,
ZTTBAP,"สัตว์,ความปลอดภัย","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตจตุจักร, ฝ่ายสิ่งแวดล้อมฯ เขตจตุจักร, ฝ่ายสิ่งแวดล้อม แขวงลาดยาว จตุจักร","ฝ่ายสิ่งแวดล้อมฯ เขตจตุจักร, เขตจตุจักร, ฝ่ายสิ่งแวดล้อม แขวงลาดยาว จตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: ไดัรับความเดือดร้อน จากเพื่อนบ้านเลี้ยงสุนัขโดยปล่อยให้ขับถ่าย ตรงหน้าบ้านส่งกลิ่นเหม็นไปทั่วบริเวณ และมีการกวาดอุจจาระลงท่อ ซึ่งเป็นท่อระบายน้ำ ทำให้ไม่ถูกสุขลักษณะ และสุนัขเห่าส่งเสียงรบกวน โดยเคยได้แจ้งเรื่องนี้แล้วแต่ไม่ได้รับการแก้ไข อยากให้เข้ามาตรวจสอบ บ้านเลขที่ดังกล่าว และ เมื่อเจ้าหน้าที่ลงพื้นที่ขอให้ติดต่อผู้แจ้งก่อนลงตรวจสอบ
ซอย: วิภาวดีรังสิต 44
ถนน: วิภาวดีรังสิต
จุดสังเกต: บริเวณที่สุนัขอาศัยอยู่ บ้านเลขที่ 109/18ภายในซอยดังกล่าว เข้ามาสุดซอยบ้านอยู่ฝั่งขวามือ
เขต: จตุจักร
#1555",100.55901,13.84151,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701157420638.jpeg,,71/12-13 วิภาวดี-รังสิต แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,ลาดยาว,จตุจักร,กรุงเทพมหานคร,28/11/2023 14:43,inprogress,,0,28/11/2023 16:00,1,,1,28/11/2023 14:44,
